FamilyID	SampleID	FatherID	MotherID	Sex	Population	Superpopulation
BD15	HG03793	0	0	2.0	BEB	SAS
GB16	HG02464	0	0	1.0	GWD	AFR
NA20529	NA20529	0	0	2.0	TSI	EUR
PEL007	HG01893	0	0	2.0	PEL	AMR
2431	NA19916	0	0	1.0	ASW	AFR
HG00329	HG00329	0	0	1.0	FIN	EUR
NA20758	NA20758	0	0	1.0	TSI	EUR
ST039	HG03884	0	0	2.0	STU	SAS
NA18942	NA18942	0	0	2.0	JPT	EAS
PK41	HG03237	0	0	1.0	PJL	SAS
m035	NA19780	0	0	1.0	MXL	AMR
1458	NA12843	0	0	2.0	CEU	EUR
HG00332	HG00332	0	0	2.0	FIN	EUR
BB10	HG01958	0	0	2.0	ACB	AFR
BB54	HG02481	0	0	1.0	ACB	AFR
BB61	HG02536	0	0	1.0	ACB	AFR
PEL51	HG02292	0	0	2.0	PEL	AMR
1350	NA11832	0	0	2.0	CEU	EUR
HG00171	HG00171	0	0	2.0	FIN	EUR
HG01028	HG01028	0	0	1.0	CDX	EAS
m031	NA19771	0	0	1.0	MXL	AMR
BB57	HG02496	0	0	1.0	ACB	AFR
NA19317	NA19317	0	0	1.0	LWK	AFR
NA18544	NA18544	0	0	1.0	CHB	EAS
PR03	HG00638	0	0	2.0	PUR	AMR
CLM20	HG01269	0	0	2.0	CLM	AMR
IT180	HG04056	0	0	1.0	ITU	SAS
NG39	HG03139	0	0	1.0	ESN	AFR
IT036	HG03872	0	0	1.0	ITU	SAS
PK26	HG02734	0	0	2.0	PJL	SAS
ST002	HG03645	0	0	2.0	STU	SAS
NG16	HG02952	0	0	2.0	ESN	AFR
NA18946	NA18946	0	0	2.0	JPT	EAS
BD52	HG04156	0	0	2.0	BEB	SAS
IT019	HG03779	0	0	1.0	ITU	SAS
PEL018	HG01948	0	0	2.0	PEL	AMR
IBS020	HG01615	0	0	1.0	IBS	EUR
PK53	HG03652	0	0	1.0	PJL	SAS
HG02395	HG02395	0	0	1.0	CDX	EAS
PK05	HG01593	0	0	2.0	PJL	SAS
BD7	HG03594	0	0	1.0	BEB	SAS
BB23	HG02308	0	0	2.0	ACB	AFR
PR71	HG01395	0	0	1.0	PUR	AMR
NA20853	NA20853	0	0	2.0	GIH	SAS
NA20754	NA20754	0	0	1.0	TSI	EUR
BD47	HG04141	0	0	2.0	BEB	SAS
IT038	HG03867	0	0	1.0	ITU	SAS
NA19403	NA19403	0	0	2.0	LWK	AFR
HG00360	HG00360	0	0	1.0	FIN	EUR
HG00251	HG00251	0	0	1.0	GBR	EUR
IT047	HG03977	0	0	2.0	ITU	SAS
SH074	HG00657	0	0	2.0	CHS	EAS
NA19072	NA19072	0	0	1.0	JPT	EAS
IT050	HG03973	0	0	2.0	ITU	SAS
NA18542	NA18542	0	0	2.0	CHB	EAS
NG30	HG03112	0	0	1.0	ESN	AFR
SH053	HG00581	0	0	2.0	CHS	EAS
SH076	HG00663	0	0	2.0	CHS	EAS
SL52	HG03458	0	0	2.0	MSL	AFR
NA19467	NA19467	0	0	2.0	LWK	AFR
NA20512	NA20512	0	0	1.0	TSI	EUR
BB26	HG02284	0	0	1.0	ACB	AFR
NA18966	NA18966	0	0	1.0	JPT	EAS
CLM21	HG01271	0	0	1.0	CLM	AMR
GB120	HG03259	0	0	2.0	GWD	AFR
VN034	HG01867	0	0	1.0	KHV	EAS
Y006	NA19108	0	0	2.0	YRI	AFR
HG00353	HG00353	0	0	2.0	FIN	EUR
PR11	HG01051	0	0	1.0	PUR	AMR
IBS061	HG02236	0	0	1.0	IBS	EUR
NA19082	NA19082	0	0	1.0	JPT	EAS
NG109	HG03521	0	0	1.0	ESN	AFR
Y100	NA19117	0	0	1.0	YRI	AFR
m023	NA19746	0	0	2.0	MXL	AMR
HG00142	HG00142	0	0	1.0	GBR	EUR
NG73	HG03295	0	0	1.0	ESN	AFR
HG02182	HG02182	0	0	2.0	CDX	EAS
m027	NA19759	0	0	1.0	MXL	AMR
NA19384	NA19384	0	0	1.0	LWK	AFR
NA19003	NA19003	0	0	2.0	JPT	EAS
CLM61	HG01486	0	0	2.0	CLM	AMR
HG00369	HG00369	0	0	1.0	FIN	EUR
NA20847	NA20847	0	0	2.0	GIH	SAS
NA18987	NA18987	0	0	2.0	JPT	EAS
SH046	HG00559	0	0	1.0	CHS	EAS
ST106	HG03887	0	0	1.0	STU	SAS
SH086	HG00693	0	0	2.0	CHS	EAS
SH025	HG00475	0	0	1.0	CHS	EAS
PEL56	HG02345	0	0	2.0	PEL	AMR
2418	NA19819	0	0	2.0	ASW	AFR
ST176	HG04107	0	0	1.0	STU	SAS
NA18641	NA18641	0	0	2.0	CHB	EAS
NA19078	NA19078	0	0	2.0	JPT	EAS
PK10	HG02603	0	0	1.0	PJL	SAS
HG02155	HG02155	0	0	2.0	CDX	EAS
BD09	HG03600	0	0	1.0	BEB	SAS
NA18968	NA18968	0	0	2.0	JPT	EAS
ST046	HG03743	0	0	1.0	STU	SAS
VN012	HG01845	0	0	2.0	KHV	EAS
Y033	NA18924	0	0	2.0	YRI	AFR
Y050	NA19210	0	0	1.0	YRI	AFR
VN064	HG02069	0	0	2.0	KHV	EAS
PK18	HG02688	0	0	2.0	PJL	SAS
VN061	HG02060	0	0	2.0	KHV	EAS
HG03433	HG03433	0	0	1.0	MSL	AFR
NA20768	NA20768	0	0	2.0	TSI	EUR
NA18939	NA18939	0	0	2.0	JPT	EAS
IT007	HG04018	0	0	2.0	ITU	SAS
NA19060	NA19060	0	0	1.0	JPT	EAS
NA20760	NA20760	0	0	2.0	TSI	EUR
CLM48	HG01447	0	0	2.0	CLM	AMR
BB58	HG02501	0	0	1.0	ACB	AFR
SH088	HG00698	0	0	1.0	CHS	EAS
GB37	HG02642	0	0	1.0	GWD	AFR
GB90	HG02888	0	0	2.0	GWD	AFR
IBS057	HG02223	0	0	2.0	IBS	EUR
ST011	HG03681	0	0	1.0	STU	SAS
2357	NA19625	0	0	2.0	ASW	AFR
PR74	HG01402	0	0	1.0	PUR	AMR
ST115	HG03897	0	0	2.0	STU	SAS
Y010a	NA18510	0	0	1.0	YRI	AFR
VN046	HG02017	0	0	1.0	KHV	EAS
PEL005	HG01578	0	0	2.0	PEL	AMR
2480	NA20317	0	0	2.0	ASW	AFR
GB40	HG02666	0	0	1.0	GWD	AFR
m015	NA19719	0	0	2.0	MXL	AMR
NG21	HG02968	0	0	1.0	ESN	AFR
HG04239	HG04239	0	0	1.0	ITU	SAS
GB27	HG02594	0	0	1.0	GWD	AFR
NA18609	NA18609	0	0	1.0	CHB	EAS
BD53	HG04159	0	0	2.0	BEB	SAS
VN047	HG02020	0	0	1.0	KHV	EAS
BD42	HG03940	0	0	2.0	BEB	SAS
NA20885	NA20885	0	0	1.0	GIH	SAS
HG02389	HG02389	0	0	1.0	CDX	EAS
NA18969	NA18969	0	0	2.0	JPT	EAS
PR70	HG01392	0	0	1.0	PUR	AMR
1334	NA12144	0	0	1.0	CEU	EUR
ST114	HG03899	0	0	1.0	STU	SAS
HG00143	HG00143	0	0	1.0	GBR	EUR
GB33	HG02629	0	0	2.0	GWD	AFR
m026	NA19755	0	0	2.0	MXL	AMR
BB64	HG02545	0	0	1.0	ACB	AFR
Y004	NA18502	0	0	2.0	YRI	AFR
2484a	NA20355	0	0	2.0	ASW	AFR
VN087	HG02513	0	0	2.0	KHV	EAS
NG34	HG03123	0	0	2.0	ESN	AFR
PK43	HG03491	0	0	2.0	PJL	SAS
1421a	NA12282	0	0	1.0	CEU	EUR
PEL47	HG02275	0	0	2.0	PEL	AMR
Y060	NA19116	0	0	2.0	YRI	AFR
SL03	HG03058	0	0	2.0	MSL	AFR
ST054	HG03753	0	0	1.0	STU	SAS
HG00308	HG00308	0	0	1.0	FIN	EUR
Y001	NA18486	0	0	1.0	YRI	AFR
HG03077	HG03077	0	0	1.0	MSL	AFR
NA20502	NA20502	0	0	2.0	TSI	EUR
GB60	HG02798	0	0	1.0	GWD	AFR
Y005	NA18505	0	0	2.0	YRI	AFR
NA19077	NA19077	0	0	2.0	JPT	EAS
ST076	HG04033	0	0	1.0	STU	SAS
BD34	HG03917	0	0	1.0	BEB	SAS
HG00187	HG00187	0	0	1.0	FIN	EUR
ST010	HG03673	0	0	2.0	STU	SAS
2418	NA19818	0	0	1.0	ASW	AFR
m012	NA19663	0	0	2.0	MXL	AMR
ST024	HG03696	0	0	1.0	STU	SAS
IT025	HG03790	0	0	1.0	ITU	SAS
NA19084	NA19084	0	0	2.0	JPT	EAS
m012	NA19664	0	0	1.0	MXL	AMR
ST122	HG03953	0	0	1.0	STU	SAS
BD19	HG03805	0	0	2.0	BEB	SAS
NA20766	NA20766	0	0	2.0	TSI	EUR
GB89	HG02885	0	0	2.0	GWD	AFR
2426	NA19904	0	0	1.0	ASW	AFR
BD8	HG03598	0	0	2.0	BEB	SAS
VN011	HG01844	0	0	1.0	KHV	EAS
NA19404	NA19404	0	0	2.0	LWK	AFR
Y001	NA18488	0	0	2.0	YRI	AFR
PR21	HG01079	0	0	1.0	PUR	AMR
PEL003	HG01571	0	0	1.0	PEL	AMR
NA20887	NA20887	0	0	1.0	GIH	SAS
NA19087	NA19087	0	0	2.0	JPT	EAS
HG00114	HG00114	0	0	1.0	GBR	EUR
PEL33	HG02002	0	0	1.0	PEL	AMR
NA18577	NA18577	0	0	2.0	CHB	EAS
HG00101	HG00101	0	0	1.0	GBR	EUR
NA20773	NA20773	0	0	2.0	TSI	EUR
PK29	HG02778	0	0	2.0	PJL	SAS
SL24	HG03376	0	0	1.0	MSL	AFR
GB54	HG02759	0	0	1.0	GWD	AFR
HG00274	HG00274	0	0	2.0	FIN	EUR
VN060	HG02057	0	0	2.0	KHV	EAS
HG00261	HG00261	0	0	2.0	GBR	EUR
NA20892	NA20892	0	0	2.0	GIH	SAS
IT002	HG03722	0	0	2.0	ITU	SAS
BD4	HG03585	0	0	1.0	BEB	SAS
VN063	HG02067	0	0	1.0	KHV	EAS
NA20888	NA20888	0	0	2.0	GIH	SAS
IBS053	HG01783	0	0	1.0	IBS	EUR
HG02374	HG02374	0	0	1.0	CDX	EAS
GB52	HG02721	0	0	1.0	GWD	AFR
SL13	HG03088	0	0	2.0	MSL	AFR
PR18	HG01073	0	0	2.0	PUR	AMR
PR01	HG01075	0	0	1.0	PUR	AMR
IT030	HG03873	0	0	2.0	ITU	SAS
m035	NA19779	0	0	2.0	MXL	AMR
HG00102	HG00102	0	0	2.0	GBR	EUR
HG00126	HG00126	0	0	1.0	GBR	EUR
HG02355	HG02355	0	0	1.0	CDX	EAS
ST013	HG03951	0	0	2.0	STU	SAS
HG03557	HG03557	0	0	2.0	MSL	AFR
GB67	HG02820	0	0	2.0	GWD	AFR
IBS038	HG01708	0	0	1.0	IBS	EUR
NA18981	NA18981	0	0	2.0	JPT	EAS
HG01815	HG01815	0	0	2.0	CDX	EAS
NA20514	NA20514	0	0	2.0	TSI	EUR
NA20541	NA20541	0	0	2.0	TSI	EUR
NA18631	NA18631	0	0	2.0	CHB	EAS
HG02385	HG02385	0	0	1.0	CDX	EAS
NA18573	NA18573	0	0	2.0	CHB	EAS
NA18596	NA18596	0	0	2.0	CHB	EAS
PK14	HG02657	0	0	1.0	PJL	SAS
NA18757	NA18757	0	0	1.0	CHB	EAS
BB09	HG01915	0	0	2.0	ACB	AFR
PEL48	HG02278	0	0	2.0	PEL	AMR
SH015	HG00446	0	0	2.0	CHS	EAS
IBS007	HG01519	0	0	2.0	IBS	EUR
NA20543	NA20543	0	0	1.0	TSI	EUR
SH073	HG00654	0	0	2.0	CHS	EAS
BD25	HG03823	0	0	2.0	BEB	SAS
PR07	HG00737	0	0	2.0	PUR	AMR
BB13	HG02009	0	0	1.0	ACB	AFR
CLM28	HG01348	0	0	2.0	CLM	AMR
VN038	HG01871	0	0	2.0	KHV	EAS
GB64	HG02810	0	0	1.0	GWD	AFR
NA18979	NA18979	0	0	2.0	JPT	EAS
BB37	HG02420	0	0	1.0	ACB	AFR
2393	NA19734	0	0	2.0	MXL	AMR
IBS060	HG02233	0	0	1.0	IBS	EUR
2367	NA19701	0	0	2.0	ASW	AFR
NA19468	NA19468	0	0	2.0	LWK	AFR
CLM45	HG01438	0	0	2.0	CLM	AMR
SL25	HG03380	0	0	2.0	MSL	AFR
ST038	HG03741	0	0	2.0	STU	SAS
BB45	HG02489	0	0	1.0	ACB	AFR
SH025	HG00476	0	0	2.0	CHS	EAS
HG01811	HG01811	0	0	1.0	CDX	EAS
NA20800	NA20800	0	0	2.0	TSI	EUR
IT058	HG04025	0	0	2.0	ITU	SAS
HG02151	HG02151	0	0	2.0	CDX	EAS
NG28	HG03105	0	0	2.0	ESN	AFR
NA18633	NA18633	0	0	1.0	CHB	EAS
m007	NA19657	0	0	2.0	MXL	AMR
PK38	HG03228	0	0	1.0	PJL	SAS
GB21	HG02570	0	0	1.0	GWD	AFR
NA21101	NA21101	0	0	2.0	GIH	SAS
Y020	NA18876	0	0	2.0	YRI	AFR
1375	NA12234	0	0	2.0	CEU	EUR
HG00334	HG00334	0	0	2.0	FIN	EUR
PEL006	HG01918	0	0	2.0	PEL	AMR
NA19320	NA19320	0	0	2.0	LWK	AFR
PEL54	HG02304	0	0	1.0	PEL	AMR
HG00239	HG00239	0	0	2.0	GBR	EUR
1341	NA07048	NA07034	NA07055	1.0	CEU	EUR
HG00183	HG00183	0	0	1.0	FIN	EUR
HG00177	HG00177	0	0	2.0	FIN	EUR
NA19347	NA19347	0	0	1.0	LWK	AFR
CLM65	HG01498	0	0	2.0	CLM	AMR
Y039	NA19185	0	0	2.0	YRI	AFR
IBS061	HG02235	0	0	2.0	IBS	EUR
BB55	HG02484	0	0	1.0	ACB	AFR
VN084	HG02140	0	0	2.0	KHV	EAS
CLM36	HG01372	0	0	2.0	CLM	AMR
CLM44	HG01435	0	0	2.0	CLM	AMR
ST053	HG03752	0	0	2.0	STU	SAS
PK51	HG03640	0	0	2.0	PJL	SAS
SH048	HG00566	0	0	2.0	CHS	EAS
NA21118	NA21118	0	0	1.0	GIH	SAS
IBS011	HG01530	0	0	1.0	IBS	EUR
PK28	HG02775	0	0	2.0	PJL	SAS
BD49	HG04146	0	0	1.0	BEB	SAS
PR78	HG01413	0	0	1.0	PUR	AMR
HG00120	HG00120	0	0	2.0	GBR	EUR
m009	NA19678	0	0	2.0	MXL	AMR
NA20763	NA20763	0	0	1.0	TSI	EUR
NA20826	NA20826	0	0	2.0	TSI	EUR
ST114	HG03898	0	0	2.0	STU	SAS
GB58	HG02772	0	0	2.0	GWD	AFR
BB68	HG02558	0	0	2.0	ACB	AFR
HG00112	HG00112	0	0	1.0	GBR	EUR
GB45	HG02702	0	0	1.0	GWD	AFR
Y030	NA18917	0	0	1.0	YRI	AFR
IBS022	HG01608	0	0	1.0	IBS	EUR
m036	NA19782	0	0	2.0	MXL	AMR
NA18629	NA18629	0	0	1.0	CHB	EAS
1350	NA11829	0	0	1.0	CEU	EUR
IT060	HG04015	0	0	1.0	ITU	SAS
NA18534	NA18534	0	0	1.0	CHB	EAS
NA21104	NA21104	0	0	1.0	GIH	SAS
PEL49	HG02286	0	0	2.0	PEL	AMR
2427	NA19908	0	0	1.0	ASW	AFR
HG00280	HG00280	0	0	1.0	FIN	EUR
PK62	HG03709	0	0	2.0	PJL	SAS
NA18973	NA18973	0	0	2.0	JPT	EAS
NG36	HG03129	0	0	2.0	ESN	AFR
2474	NA20294	0	0	2.0	ASW	AFR
PR39	HG01168	0	0	2.0	PUR	AMR
Y050	NA19209	0	0	2.0	YRI	AFR
PEL55	HG02312	0	0	2.0	PEL	AMR
SH042	HG00542	0	0	1.0	CHS	EAS
IT214	HG04118	0	0	2.0	ITU	SAS
NA19036	NA19036	0	0	2.0	LWK	AFR
IBS051	HG01776	0	0	2.0	IBS	EUR
SH079	HG00671	0	0	1.0	CHS	EAS
SH059	HG00599	0	0	2.0	CHS	EAS
NA20807	NA20807	0	0	2.0	TSI	EUR
m007	NA19658	0	0	1.0	MXL	AMR
2467	NA20278	0	0	1.0	ASW	AFR
IT191	HG04076	0	0	2.0	ITU	SAS
SL11	HG03082	0	0	2.0	MSL	AFR
Y072	NA19152	0	0	2.0	YRI	AFR
NG89	HG03342	0	0	2.0	ESN	AFR
SL27	HG03385	0	0	1.0	MSL	AFR
2371	NA19712	0	0	2.0	ASW	AFR
NA20518	NA20518	0	0	1.0	TSI	EUR
HG00138	HG00138	0	0	1.0	GBR	EUR
CLM32	HG01360	0	0	2.0	CLM	AMR
ST043	HG03736	0	0	2.0	STU	SAS
NA20900	NA20900	0	0	2.0	GIH	SAS
SL02	HG03055	0	0	2.0	MSL	AFR
HG00234	HG00234	0	0	1.0	GBR	EUR
NA20544	NA20544	0	0	1.0	TSI	EUR
IT030	HG03866	0	0	1.0	ITU	SAS
NG26	HG03099	0	0	2.0	ESN	AFR
2425	NA19900	0	0	1.0	ASW	AFR
BB25	HG02283	0	0	1.0	ACB	AFR
HG00259	HG00259	0	0	2.0	GBR	EUR
CLM43	HG01431	0	0	1.0	CLM	AMR
HG00879	HG00879	0	0	2.0	CDX	EAS
NA18595	NA18595	0	0	2.0	CHB	EAS
HG03461	HG03461	0	0	2.0	MSL	AFR
NG75	HG03300	0	0	2.0	ESN	AFR
NG16	HG02953	0	0	1.0	ESN	AFR
IBS006	HG01516	0	0	2.0	IBS	EUR
IT226	HG04214	0	0	2.0	ITU	SAS
ST145	HG03989	0	0	2.0	STU	SAS
GB89	HG02884	0	0	1.0	GWD	AFR
SH021	HG00464	0	0	2.0	CHS	EAS
NA18983	NA18983	0	0	1.0	JPT	EAS
HG01334	HG01334	0	0	1.0	GBR	EUR
IBS036	HG01700	0	0	1.0	IBS	EUR
HG03074	HG03074	0	0	1.0	MSL	AFR
ST092	HG03856	0	0	1.0	STU	SAS
NA18976	NA18976	0	0	2.0	JPT	EAS
IBS005	HG01513	0	0	2.0	IBS	EUR
HG00371	HG00371	0	0	1.0	FIN	EUR
PEL020	HG01953	0	0	1.0	PEL	AMR
PK61	HG03705	0	0	1.0	PJL	SAS
NA20786	NA20786	0	0	2.0	TSI	EUR
CLM16	HG01256	0	0	1.0	CLM	AMR
GB18	HG02561	0	0	1.0	GWD	AFR
PR04	HG00640	0	0	1.0	PUR	AMR
ST074	HG03836	0	0	2.0	STU	SAS
m034	NA19777	0	0	1.0	MXL	AMR
NA20902	NA20902	0	0	2.0	GIH	SAS
GB43	HG02676	0	0	2.0	GWD	AFR
NG108	HG03518	0	0	1.0	ESN	AFR
NA18591	NA18591	0	0	2.0	CHB	EAS
PEL017	HG01945	0	0	2.0	PEL	AMR
CLM14	HG01251	0	0	2.0	CLM	AMR
NA18997	NA18997	0	0	2.0	JPT	EAS
SH083	HG00683	0	0	1.0	CHS	EAS
NA18991	NA18991	0	0	2.0	JPT	EAS
Y021	NA18879	0	0	1.0	YRI	AFR
IT027	HG03787	0	0	2.0	ITU	SAS
NG46	HG03159	0	0	2.0	ESN	AFR
NA18941	NA18941	0	0	2.0	JPT	EAS
VN056	HG02047	0	0	1.0	KHV	EAS
2495a	NA20362	0	0	1.0	ASW	AFR
NA21128	NA21128	0	0	1.0	GIH	SAS
HG00349	HG00349	0	0	2.0	FIN	EUR
VN040	HG01873	0	0	1.0	KHV	EAS
HG00250	HG00250	0	0	2.0	GBR	EUR
CLM04	HG01124	0	0	1.0	CLM	AMR
IBS016	HG01625	0	0	1.0	IBS	EUR
GB29	HG02614	0	0	2.0	GWD	AFR
BB35	HG02343	0	0	1.0	ACB	AFR
1350	NA11831	0	0	1.0	CEU	EUR
HG00244	HG00244	0	0	1.0	GBR	EUR
1330	NA12342	0	0	1.0	CEU	EUR
IBS041	HG01746	0	0	2.0	IBS	EUR
SH089	HG00701	0	0	1.0	CHS	EAS
IT006	HG03874	0	0	2.0	ITU	SAS
BD01	HG03007	0	0	2.0	BEB	SAS
GB22	HG02573	0	0	1.0	GWD	AFR
NA19390	NA19390	0	0	2.0	LWK	AFR
HG02360	HG02360	0	0	1.0	CDX	EAS
SL61	HG03485	0	0	2.0	MSL	AFR
GB73	HG02836	0	0	1.0	GWD	AFR
ST110	HG03890	0	0	1.0	STU	SAS
BD60	HG04180	0	0	2.0	BEB	SAS
SH066	HG00619	0	0	1.0	CHS	EAS
2368	NA19703	0	0	1.0	ASW	AFR
NG92	HG03351	0	0	2.0	ESN	AFR
HG00109	HG00109	0	0	1.0	GBR	EUR
IBS051	HG01777	0	0	1.0	IBS	EUR
GB97	HG02982	0	0	1.0	GWD	AFR
2434	NA19922	0	0	1.0	ASW	AFR
NA18990	NA18990	0	0	1.0	JPT	EAS
NA18634	NA18634	0	0	2.0	CHB	EAS
2395	NA19741	0	0	1.0	MXL	AMR
1420	NA12003	0	0	1.0	CEU	EUR
NA18949	NA18949	0	0	2.0	JPT	EAS
m032	NA19785	0	0	2.0	MXL	AMR
PEL015	HG01938	0	0	1.0	PEL	AMR
IBS019	HG01617	0	0	1.0	IBS	EUR
NA19451	NA19451	0	0	1.0	LWK	AFR
CLM53	HG01461	0	0	1.0	CLM	AMR
ST203	HG04100	0	0	1.0	STU	SAS
NA18528	NA18528	0	0	2.0	CHB	EAS
PK13	HG02654	0	0	1.0	PJL	SAS
CLM59	HG01479	0	0	1.0	CLM	AMR
Y022	NA18881	0	0	2.0	YRI	AFR
BB24	HG02281	0	0	1.0	ACB	AFR
PEL009	HG01921	0	0	2.0	PEL	AMR
BB14	HG02052	0	0	2.0	ACB	AFR
1344	NA12058	0	0	2.0	CEU	EUR
1418	NA12272	0	0	1.0	CEU	EUR
NA18962	NA18962	0	0	1.0	JPT	EAS
NA19379	NA19379	0	0	2.0	LWK	AFR
Y101	NA19131	0	0	2.0	YRI	AFR
NG24	HG02976	0	0	2.0	ESN	AFR
BB01	HG01879	0	0	1.0	ACB	AFR
1459	NA12874	0	0	1.0	CEU	EUR
1418	NA12275	0	0	2.0	CEU	EUR
VN065	HG02072	0	0	2.0	KHV	EAS
HG02375	HG02375	0	0	1.0	CDX	EAS
NA18636	NA18636	0	0	1.0	CHB	EAS
GB35	HG02635	0	0	2.0	GWD	AFR
PR20	HG01077	0	0	2.0	PUR	AMR
HG00128	HG00128	0	0	2.0	GBR	EUR
NA20821	NA20821	0	0	2.0	TSI	EUR
HG01813	HG01813	0	0	2.0	CDX	EAS
IBS031	HG01686	0	0	1.0	IBS	EUR
CDX2	HG02371	0	0	1.0	CDX	EAS
IBS059	HG02231	0	0	1.0	IBS	EUR
NA19000	NA19000	0	0	1.0	JPT	EAS
ST009	HG03680	0	0	1.0	STU	SAS
BB21	HG02256	0	0	2.0	ACB	AFR
PR46	HG01198	0	0	2.0	PUR	AMR
GB106	HG03027	0	0	1.0	GWD	AFR
GB31	HG02620	0	0	1.0	GWD	AFR
VN070	HG02086	0	0	2.0	KHV	EAS
HG00367	HG00367	0	0	2.0	FIN	EUR
Y051	NA19207	0	0	1.0	YRI	AFR
NA18546	NA18546	0	0	1.0	CHB	EAS
ST027	HG03711	0	0	1.0	STU	SAS
PK49	HG03634	0	0	2.0	PJL	SAS
Y009	NA18507	0	0	1.0	YRI	AFR
NA20906	NA20906	0	0	2.0	GIH	SAS
BB56	HG02511	0	0	2.0	ACB	AFR
PK35	HG03016	0	0	2.0	PJL	SAS
SL42	HG03428	0	0	2.0	MSL	AFR
NA20899	NA20899	0	0	2.0	GIH	SAS
1345	NA07357	0	0	1.0	CEU	EUR
IBS020	HG01613	0	0	2.0	IBS	EUR
Y071	NA19141	0	0	1.0	YRI	AFR
PR38	HG01187	0	0	1.0	PUR	AMR
BB10	HG01986	0	0	1.0	ACB	AFR
PK60	HG03703	0	0	2.0	PJL	SAS
NA21093	NA21093	0	0	1.0	GIH	SAS
HG02166	HG02166	0	0	2.0	CDX	EAS
PR24	HG01170	0	0	1.0	PUR	AMR
NG59	HG03199	0	0	1.0	ESN	AFR
BD57	HG04171	0	0	2.0	BEB	SAS
PK09	HG02600	0	0	1.0	PJL	SAS
CLM02	HG01122	0	0	2.0	CLM	AMR
Y024	NA18861	0	0	2.0	YRI	AFR
GB32	HG02624	0	0	2.0	GWD	AFR
PK22	HG02700	0	0	2.0	PJL	SAS
PK36	HG03018	0	0	1.0	PJL	SAS
IT220	HG04200	0	0	2.0	ITU	SAS
NA19328	NA19328	0	0	2.0	LWK	AFR
CLM01	HG01119	0	0	2.0	CLM	AMR
Y060	NA19119	0	0	1.0	YRI	AFR
IT052	HG03720	0	0	1.0	ITU	SAS
NG26	HG03100	0	0	1.0	ESN	AFR
BD10	HG03603	0	0	1.0	BEB	SAS
GB24	HG02586	0	0	2.0	GWD	AFR
PK11	HG02648	0	0	1.0	PJL	SAS
NA20850	NA20850	0	0	1.0	GIH	SAS
NA19042	NA19042	0	0	2.0	LWK	AFR
Y111	NA19190	0	0	2.0	YRI	AFR
m039	NA19794	0	0	2.0	MXL	AMR
NA21141	NA21141	0	0	2.0	GIH	SAS
NA19399	NA19399	0	0	2.0	LWK	AFR
NA18626	NA18626	0	0	2.0	CHB	EAS
BD63	HG04189	0	0	2.0	BEB	SAS
NA20778	NA20778	0	0	1.0	TSI	EUR
HG01800	HG01800	0	0	2.0	CDX	EAS
HG02399	HG02399	0	0	1.0	CDX	EAS
GB87	HG02879	0	0	2.0	GWD	AFR
PK64	HG03765	0	0	2.0	PJL	SAS
SH067	HG00623	0	0	2.0	CHS	EAS
PEL40	HG02150	0	0	1.0	PEL	AMR
ST094	HG03854	0	0	1.0	STU	SAS
PEL38	HG02104	0	0	1.0	PEL	AMR
NA19062	NA19062	0	0	1.0	JPT	EAS
NA19006	NA19006	0	0	1.0	JPT	EAS
SH019	HG00457	0	0	1.0	CHS	EAS
SH098	HG00728	0	0	1.0	CHS	EAS
SH056	HG00589	0	0	1.0	CHS	EAS
NA20911	NA20911	0	0	1.0	GIH	SAS
CLM63	HG01491	0	0	1.0	CLM	AMR
GB50	HG02715	0	0	1.0	GWD	AFR
m018	NA19728	0	0	2.0	MXL	AMR
VN080	HG02133	0	0	2.0	KHV	EAS
SH003	HG00409	0	0	1.0	CHS	EAS
IT028	HG03788	0	0	1.0	ITU	SAS
IT009	HG03714	0	0	2.0	ITU	SAS
PEL26	HG01977	0	0	1.0	PEL	AMR
PR30	HG01092	0	0	2.0	PUR	AMR
NG06	HG02923	0	0	1.0	ESN	AFR
PK16	HG02681	0	0	1.0	PJL	SAS
IT013	HG03731	0	0	2.0	ITU	SAS
HG01810	HG01810	0	0	1.0	CDX	EAS
NA20755	NA20755	0	0	1.0	TSI	EUR
HG00324	HG00324	0	0	2.0	FIN	EUR
m005	NA19651	0	0	2.0	MXL	AMR
SH038	HG00530	0	0	1.0	CHS	EAS
CLM51	HG01456	0	0	2.0	CLM	AMR
NA21110	NA21110	0	0	2.0	GIH	SAS
HG04206	HG04206	0	0	1.0	ITU	SAS
BD58	HG04173	0	0	1.0	BEB	SAS
ST015	HG03687	0	0	1.0	STU	SAS
SL07	HG03069	0	0	1.0	MSL	AFR
HG03565	HG03565	0	0	1.0	MSL	AFR
SH059	HG00598	0	0	1.0	CHS	EAS
GB91	HG02890	0	0	1.0	GWD	AFR
2469	NA20282	0	0	2.0	ASW	AFR
NA20856	NA20856	0	0	2.0	GIH	SAS
1447	NA12762	0	0	1.0	CEU	EUR
IT046	HG03968	0	0	2.0	ITU	SAS
SH080	HG00674	0	0	1.0	CHS	EAS
NA19019	NA19019	0	0	2.0	LWK	AFR
VN018	HG01851	0	0	2.0	KHV	EAS
HG00139	HG00139	0	0	1.0	GBR	EUR
ST004	HG03643	0	0	2.0	STU	SAS
BD24	HG03821	0	0	1.0	BEB	SAS
2476a	NA20298	0	0	1.0	ASW	AFR
IBS057	HG02224	0	0	1.0	IBS	EUR
